0	0
40	-10.0
104	4.5
149	-10.0
209	4.0
216	-10.0
251	-11.0
269	-10.6
329	0.3999999999999999
389	19.0
390	-10.0
451	-0.5
470	-11.0
534	5.0
591	-3.0
595	-8.0
599	-10.0
601	-10.0
663	14.4
675	-7.0
684	-10.0
751	5.800000000000001
809	8.4
830	-9.6
896	4.0
960	-0.19999999999999962
983	-6.0
1040	4.0
1098	0.3999999999999999
1191	-10.0
1222	-7.0
1243	-10.0
1305	6.5
1366	-5.5
1392	-4.0
1402	-10.0
1464	3.5
1527	3.0
1610	-3.1
1647	-4.0
1707	5.0
1754	-12.0
1804	-4.0
1851	-10.0
1855	-10.0
1868	-10.0
1872	-10.0
1908	-9.0
1940	-11.0
1977	-9.5
2038	6.0
2048	-6.0
2108	11.0
2126	-10.0
2135	-10.0
2154	-10.0
2214	4.0
2224	-10.5
2225	-10.0
2290	-4.1
2302	-6.0
2309	-10.0
2368	13.0
2429	4.0
2492	-7.0
2526	-6.0
2529	-10.0
2567	-8.0
2594	-9.6
2661	3.5
2662	-10.0
2727	2.0
2783	-2.6
2799	-10.0
2802	-10.0
2868	-2.0
2921	-15.6
3016	0.4
3088	-7.0
3091	-10.0
3148	0.0
3166	-12.0
3244	1.0
3304	-12.0
3365	1.4
3409	-1.5999999999999996
3418	-10.0
3424	-8.0
3436	-8.0
3465	-9.5
3529	12.0
3558	-9.0
3581	-10.0
3587	-10.0
3605	-10.1
3646	-3.5
3740	6.0
3755	-9.5
3818	11.0
3821	-10.0
3831	-10.0
3833	-10.0
3845	-9.5
3906	23.0
3909	-10.0
3921	-4.0
3930	-11.0
3935	-10.0
3999	7.0
4052	-0.6999999999999993
4113	3.5
4174	-2.0
4237	-1.0
4247	-10.0
4300	-9.5
4395	5.0
4458	7.5
4555	-0.6
4619	-7.7
4710	1.0
4725	-7.0
4728	-10.0
4730	-10.0
4749	-11.0
4808	13.0
4869	6.0
4931	2.0
4938	-10.0
5003	0.0
5066	-2.0
5070	-10.0
5122	-12.6
5125	-6.0
5129	-5.0
5145	-9.0
5209	4.300000000000001
5271	6.9
5280	-10.0
5329	-3.5999999999999996
5410	-3.5
5499	4.0
5533	4.0
5569	1.5
5628	3.0
5650	-2.0
5676	-8.0
5740	6.0
5761	-10.5
5765	-10.0
5809	-14.6
5869	2.0
5929	4.5
6003	12.4
