0	0
92	21.0
199	11.9
304	11.0
404	2.4000000000000004
515	25.4
625	11.4
737	12.4
837	7.0
950	10.4
1054	5.0
1158	10.0
1261	13.5
1371	3.0
1475	7.0
1583	16.0
1683	1.5
1782	6.8
1886	10.0
2042	2.0
2143	9.4
2251	24.5
2358	9.5
2464	-1.5
2570	4.0
2665	10.0
2779	16.0
2887	15.0
2991	13.0
3103	4.5
3209	9.5
3307	17.5
3389	0.0
3492	1.0
3604	20.0
3714	15.0
3823	21.0
3921	12.0
4027	3.4
4137	8.4
4243	14.0
4351	21.0
4459	29.5
4565	13.5
4675	9.5
4786	18.0
4896	0.5
5063	18.0
5174	25.0
5279	17.0
5371	6.0
5479	23.0
5589	9.0
5693	10.4
5791	1.0
5899	3.4000000000000004
6089	0
6194	10.5
6299	14.5
6402	16.0
6507	9.4
6607	18.0
6713	13.0
6801	16.0
6913	13.0
7013	12.4
7128	18.0
7239	19.4
7339	25.0
7446	11.0
7553	22.0
7655	11.0
7763	27.0
7863	9.0
7965	27.4
8074	19.0
8178	13.4
8285	21.0
8392	6.0
8501	39.4
8609	17.5
8715	12.0
8828	7.0
8934	23.9
9031	9.9
9136	20.5
9238	22.0
9345	13.5
9453	11.5
9556	5.0
9660	9.4
9758	15.0
9864	11.0
9967	24.5
10066	17.5
10179	30.0
10254	16.0
10368	38.4
10478	28.0
10586	23.0
10694	20.4
10791	20.4
10897	34.0
11000	15.5
11100	18.0
11208	22.4
11316	19.9
11418	30.4
11523	11.0
11625	25.0
11728	10.0
11833	23.0
11941	28.0
12043	14.0
12147	21.5
12253	25.0
12473	11.0
12578	22.4
12687	14.799999999999999
12798	18.5
12963	14.0
13072	29.0
13183	22.0
13276	32.0
13376	20.4
13485	25.0
13589	17.5
13674	24.4
13774	25.4
13877	44.5
13979	25.5
14086	39.0
14194	35.0
14304	26.5
14412	29.0
14517	24.4
14628	26.0
14736	27.0
14845	31.0
14943	13.0
15104	14.0
15210	27.0
15326	22.5
15433	41.0
15534	23.4
15643	42.5
15754	18.5
15864	21.0
15975	24.5
16088	37.0
16197	36.4
16309	19.0
16409	25.5
16513	31.0
16614	21.4
16720	23.4
16821	27.0
16929	31.0
17037	17.5
17119	21.0
17250	7.0
17358	30.4
17470	17.4
17581	40.0
17683	32.4
17791	36.5
17903	49.0
18009	24.8
18114	8.0
18220	22.4
18329	31.4
18436	55.4
18547	23.0
18652	32.9
18753	36.0
18866	36.0
18977	28.0
19088	30.0
19197	38.4
19303	14.9
19407	20.5
19513	15.9
19624	38.0
19729	26.799999999999997
19835	29.0
19939	17.0
20050	32.0
20155	43.0
20288	11.4
20400	36.0
20508	43.0
20595	32.9
20699	17.5
20809	38.0
20916	32.0
21028	33.9
21151	14.0
21272	19.4
21367	19.0
21474	30.0
21577	52.0
21689	29.0
21796	21.4
21888	15.0
21993	24.0
22104	43.4
22202	34.0
22313	37.4
22415	39.0
22520	32.5
22634	38.0
22739	59.4
22853	28.5
22952	29.0
23058	28.799999999999997
23157	49.0
23257	11.4
23424	42.5
23527	16.0
23639	26.9
23751	38.4
23860	47.3
23964	36.0
24048	10.0
24194	13.0
24301	7.5
24414	48.4
24514	45.0
24617	36.8
24730	35.0
24835	19.4
24943	56.0
25055	46.0
25168	46.5
25351	9.8
25461	17.8
25561	23.0
25660	38.0
25767	20.8
25862	23.0
25960	33.5
26071	51.4
26182	35.9
26297	53.4
26392	18.4
26500	31.299999999999997
26605	33.8
26718	43.4
26810	34.0
26914	35.4
27022	32.0
27127	32.0
27227	32.5
27321	33.5
27424	34.3
27511	47.4
27616	34.9
27723	43.0
27820	21.0
27923	40.0
28029	37.4
28132	17.8
28236	48.4
28335	26.0
28446	34.5
28556	38.0
28664	40.0
28773	53.0
28880	54.0
28984	39.9
29080	24.0
29185	27.4
29294	32.4
29400	48.4
29505	37.5
29618	34.0
29727	24.0
29831	51.0
29940	54.0
30051	52.4
30150	33.5
30256	54.0
30356	20.0
30464	28.0
30572	48.0
30679	39.4
30775	22.5
30883	46.5
30968	32.0
31078	43.199999999999996
31189	38.0
31298	43.5
31413	55.0
31557	31.0
31663	49.0
31769	41.5
31878	35.5
31983	35.8
32092	43.0
32186	42.0
32296	38.8
32409	46.4
32522	38.0
32630	42.8
32758	49.5
32860	20.0
32967	47.0
33081	30.0
33191	39.0
33301	46.5
33397	40.0
33502	49.0
33603	36.0
33708	46.0
33805	28.4
33911	28.9
34010	28.0
34119	38.9
34231	43.0
34328	21.299999999999997
34436	59.4
34538	35.5
34654	56.5
34760	59.9
34855	18.0
34955	56.0
35053	31.799999999999997
35255	7.0
35353	41.0
35449	47.0
35559	34.4
35666	47.0
35766	40.5
35958	18.5
36102	34.0
36205	49.5
36411	29.4
36521	50.0
36698	17.5
36808	48.0
36916	47.4
37014	14.5
37122	33.0
37228	38.5
37328	29.4
37440	52.0
37639	22.0
37730	19.200000000000003
37842	53.0
37939	28.0
38051	45.0
38151	41.0
38247	31.0
38348	45.4
38459	60.4
38593	37.0
38702	39.5
38815	42.0
38926	56.0
39037	28.4
39209	4.4
39393	26.0
39502	52.5
39608	44.0
39713	31.3
39822	50.0
39930	24.0
40030	51.4
40132	35.5
40239	43.0
40419	21.0
40525	51.9
40630	40.9
40728	21.0
40830	42.0
40939	51.4
41149	5.0
41229	28.0
41337	47.0
41449	41.4
41538	43.0
41692	26.0
41798	28.5
41902	36.8
42006	45.5
42106	38.0
42324	22.0
42554	11.0
42655	48.5
42781	31.0
42888	36.9
42987	21.0
43096	53.0
43205	41.4
43318	28.299999999999997
43419	26.0
43525	49.4
43629	45.0
43740	25.9
43851	40.0
43958	41.0
44068	35.4
44170	55.0
44281	52.4
44385	43.4
44493	25.4
44577	36.5
44691	42.0
44788	24.0
44891	26.9
44985	24.0
45100	50.9
45335	8.0
45443	32.5
45553	67.4
45680	34.4
45788	65.9
45891	18.8
46023	43.4
46127	31.5
46232	51.0
46344	45.0
46452	53.0
46563	54.5
46678	51.0
46790	30.4
46894	28.5
47008	42.5
47114	47.0
47220	29.0
47329	55.4
47435	50.0
47531	50.4
47633	44.0
47741	47.8
