0	0
113	9.4
220	11.5
296	6.0
401	14.0
500	10.0
606	8.4
710	1.0
808	9.5
909	12.0
1016	14.0
1123	1.0
1221	9.0
1324	16.2
1438	23.0
1548	10.4
1657	6.800000000000001
1767	14.5
1879	14.5
1973	3.4000000000000004
2083	13.5
2191	15.0
2293	1.0
2401	6.8
2510	7.0
2621	0.0
2732	17.0
2843	14.0
2954	19.0
3070	2.5
3167	-3.0
3280	2.4000000000000004
3382	14.0
3494	12.0
3607	20.0
3709	7.0
3820	7.5
3931	14.0
4036	14.0
4139	23.5
4252	16.4
4358	12.0
4463	11.4
4569	17.0
4678	24.0
4783	19.4
4887	23.0
4999	18.0
5107	12.0
5217	21.5
5324	10.4
5416	4.5
5526	26.4
5636	19.0
5737	19.4
5841	14.0
5939	7.0
6047	22.0
6148	13.5
6245	13.0
6348	5.9
6451	2.0
6564	14.5
6667	7.5
6757	10.0
6872	22.5
6978	12.0
7087	11.0
7201	17.4
7317	31.0
7428	12.0
7538	31.0
7654	17.5
7765	17.0
7869	15.4
7975	19.0
8080	6.0
8184	19.0
8290	13.4
8394	16.0
8500	18.0
8608	8.5
8710	16.4
8804	26.0
8896	3.4000000000000004
9003	20.9
9103	31.0
9214	20.9
9320	19.4
9428	15.0
9539	34.5
9634	16.0
9740	21.4
9837	18.3
9938	26.4
10046	21.0
10132	20.5
10239	23.0
10339	23.4
10437	17.0
10536	10.0
10645	26.0
10755	11.9
10848	7.0
10957	25.4
11067	33.0
11175	13.0
11277	15.3
11437	6.5
11535	23.0
11643	3.5
11745	30.0
11839	22.0
11946	17.5
12045	18.0
12138	16.0
12247	22.0
12356	28.4
12467	26.5
12575	36.0
12685	38.9
12789	21.9
12892	25.0
13003	9.5
13108	2.0
13222	10.0
13330	23.5
13421	10.5
13525	18.4
13633	30.0
13843	15.0
13943	13.0
14047	22.4
14148	10.4
14250	32.4
14355	23.4
14464	33.4
14651	14.4
14753	21.0
14930	16.0
15034	21.4
15143	24.0
15251	25.0
15348	14.5
15447	12.0
15550	23.5
15643	16.0
15739	21.0
15848	30.0
15943	11.0
16044	24.0
16137	18.5
16241	18.8
16349	34.8
16449	21.5
16546	24.0
16655	38.0
16741	24.0
16832	25.0
16940	32.0
17047	23.0
17160	51.4
17260	34.0
17370	34.0
17483	40.5
17585	24.5
17696	30.0
17792	11.0
17898	18.4
18006	25.0
18113	35.0
18218	42.5
18328	41.4
18434	45.0
18542	47.5
18650	23.4
18759	17.4
18864	21.5
18975	25.0
19081	36.9
19189	47.0
19301	33.5
19403	28.4
19498	14.9
19603	28.4
19702	18.0
19810	38.4
19918	31.0
20016	25.0
20104	23.0
20210	55.5
20315	37.0
20418	37.4
20538	22.0
20644	31.0
20740	31.0
20845	21.5
20949	27.0
21050	51.0
21157	48.4
21257	26.0
21351	21.0
21448	25.0
21554	17.9
21652	6.5
21760	30.5
21873	33.5
21986	32.4
22093	39.9
22198	40.0
22300	21.0
22412	40.4
22565	34.4
22673	34.0
22774	10.0
22871	15.399999999999999
22983	26.4
23092	40.9
23209	24.0
23314	34.0
23424	22.0
23506	43.9
23609	26.4
23713	36.0
23812	23.4
23921	45.0
24018	25.0
24200	13.0
24303	54.0
24407	46.0
24508	26.5
24611	15.5
24718	37.5
24828	27.0
24924	23.0
25024	34.0
25131	33.4
25230	34.0
25334	19.5
25444	35.0
25555	40.4
25662	55.5
25769	37.5
25881	33.0
25985	34.0
26095	44.4
26225	41.0
26322	5.9
26426	32.4
26528	32.0
26635	40.4
26744	37.8
26839	45.0
26945	36.4
27056	60.0
27144	21.4
27249	40.5
27348	25.0
27449	43.0
27556	39.5
27669	36.0
27758	16.4
27940	5.0
28047	44.4
28144	20.0
28241	38.4
28345	45.0
28449	29.5
28553	31.5
28685	21.0
28786	44.0
28892	34.0
28992	40.0
29100	40.0
29201	17.5
29309	35.0
29419	44.0
29526	47.0
29615	18.8
29716	23.9
29820	29.4
29931	50.0
30038	39.0
30141	37.4
30249	49.0
30365	34.0
30491	21.0
30589	35.5
30696	62.0
30792	32.4
30895	23.4
30992	10.0
31092	18.0
31197	37.4
31307	66.0
31437	34.0
31540	34.0
31651	38.0
31760	20.9
31871	50.0
31968	17.0
32075	46.0
32239	17.0
32350	54.0
32443	37.0
32545	28.0
32680	29.0
32782	42.0
32890	43.0
32999	49.0
33111	32.0
33262	21.4
33364	29.0
33467	40.0
33559	33.9
33668	36.0
33778	37.0
33887	48.4
34001	54.5
34112	32.0
34321	4.0
34430	32.0
34538	58.0
34644	41.0
34748	24.0
34886	30.4
35078	10.0
35186	51.0
35295	49.0
35409	63.0
35516	30.5
35612	15.5
35738	19.0
35838	44.0
35948	58.0
36071	10.0
36165	22.0
36265	42.5
36369	47.0
36477	51.0
36572	26.0
36682	53.0
36792	33.5
36900	39.0
36977	23.0
37159	27.0
37266	50.4
37354	26.0
37455	34.0
37557	43.5
37662	25.0
37777	39.0
37979	25.0
38080	33.0
38191	53.0
38303	37.0
38409	16.4
38515	42.5
38618	43.0
38718	37.0
38802	27.0
38911	39.5
39010	35.0
39122	23.799999999999997
39237	57.8
39353	31.5
39519	10.5
39631	48.5
39737	39.5
39844	31.4
